3345 9.9998665e-01 1.3351440e-05 1.3360835e-05 1.000e+00
3679 1.0000026e+00 2.6226044e-06 2.6147250e-06 1.0000e+00
4046 1.0000148e+00 1.4781952e-05 1.4775237e-05 1.000e+00
4450 1.0000155e+00 1.5497208e-05 1.5491541e-05 1.000e+00
4895 9.9996877e-01 3.1232834e-05 3.1238018e-05 1.000e+00
5384 1.0000031e+00 3.0994415e-06 3.0965175e-06 1.0000e+00
5922 1.0000231e+00 2.3126602e-05 2.3124188e-05 1.000e+00
6514 9.9996847e-01 3.1530857e-05 3.1532723e-05 1.000e+00
7165 1.0000236e+00 2.3603439e-05 2.3600647e-05 1.000e+00
7881 9.9998200e-01 1.8000603e-05 1.8002702e-05 1.000e+00
8669 9.9999297e-01 7.0333481e-06 7.0344922e-06 9.9999e-01
9535 9.9996245e-01 3.7550926e-05 3.7551163e-05 1.000e+00
10488 1.0000288e+00 2.8848648e-05 2.8858174e-05 1.000e+00
11536 1.0000999e+00 9.9897385e-05 9.9933241e-05 1.000e+00
12689 1.0000287e+00 2.8729439e-05 2.8759638e-05 1.000e+00
13957 1.0000757e+00 7.5697899e-05 7.5710544e-05 1.000e+00
15352 1.0000026e+00 2.6226044e-06 2.6278908e-06 1.0000e+00
16887 9.9997926e-01 2.0742416e-05 2.0734016e-05 1.000e+00
18575 9.9999005e-01 9.9539757e-06 9.9334284e-06 9.9999e-01
20432 9.9989915e-01 1.0085106e-04 1.0085083e-04 1.00e+00
22475 9.9996585e-01 3.4153461e-05 3.4148059e-05 1.000e+00
24722 9.9999815e-01 1.8477440e-06 1.8475187e-06 1.0000e+00
27194 9.9992096e-01 7.9035759e-05 7.8942263e-05 9.999e-01
29913 9.9982864e-01 1.7136335e-04 1.7117416e-04 1.00e+00
32904 1.0001167e+00 1.1670589e-04 1.1689097e-04 1.00e+00
36194 1.0001442e+00 1.4424324e-04 1.4424366e-04 1.00e+00
39813 9.9991888e-01 8.1121922e-05 8.1092279e-05 9.999e-01
43794 9.9970794e-01 2.9206276e-04 2.9182158e-04 1.00e+00
48173 9.9981612e-01 1.8388033e-04 1.8348196e-04 1.00e+00
52990 9.9996483e-01 3.5166740e-05 3.5019759e-05 1.000e+00
58289 1.0002290e+00 2.2900105e-04 2.2908580e-04 1.00e+00
64117 9.9967033e-01 3.2967329e-04 3.2881563e-04 1.00e+00
70528 9.9960303e-01 3.9696693e-04 3.9671743e-04 1.00e+00
77580 9.9964029e-01 3.5971403e-04 3.5932512e-04 1.00e+00
85338 1.0000750e+00 7.4982643e-05 7.5731987e-05 1.000e+00
93871 1.0002810e+00 2.8097630e-04 2.8185017e-04 1.00e+00
